datetime,value
2022-03-31 13:00:00,8244.34202907279
2022-03-31 14:00:00,8245.056478229364
2022-03-31 15:00:00,8246.527526172114
2022-03-31 16:00:00,8247.735135238754
2022-03-31 17:00:00,16876.82224815283
2022-03-31 18:00:00,16879.60822903856
2022-03-31 19:00:00,16882.07786316101
2022-03-31 20:00:00,16884.688405761946
2022-03-31 21:00:00,4969.593263082579
2022-03-31 22:00:00,4969.273163240593
2022-03-31 23:00:00,4970.069033227824
2022-04-01 00:00:00,4148.5075016953315
2022-04-01 01:00:00,4149.03552516826
2022-04-01 02:00:00,4150.336364547146
2022-04-01 03:00:00,4151.219573573944
2022-04-01 04:00:00,4151.793497728631
2022-04-01 05:00:00,4151.961452898642
2022-04-01 06:00:00,8206.36346063723
2022-04-01 07:00:00,8208.985263792261
2022-04-01 08:00:00,8209.282795406565
2022-04-01 09:00:00,8266.7339551524
2022-04-01 10:00:00,8269.60551108784
2022-04-01 11:00:00,8270.91086038698
2022-04-01 12:00:00,8271.36152902917
2022-04-01 13:00:00,8271.976646500825
2022-04-01 14:00:00,8274.87749800297
2022-04-01 15:00:00,8274.954403506123
2022-04-01 16:00:00,8276.374347091858
2022-04-01 17:00:00,16935.83417495483
2022-04-01 18:00:00,16937.912306413036
2022-04-01 19:00:00,16941.807877098447
2022-04-01 20:00:00,16942.758417057692
2022-04-01 21:00:00,4984.932479101618
2022-04-01 22:00:00,4986.740190961196
2022-04-01 23:00:00,4987.096957304481
2022-04-02 00:00:00,2466.2532540714164
2022-04-02 01:00:00,2466.8184157264827
2022-04-02 02:00:00,2466.9789354974805
2022-04-02 03:00:00,2467.204026854298
2022-04-02 04:00:00,2468.006064139044
2022-04-02 05:00:00,2467.543665758202
2022-04-02 06:00:00,4868.407552156647
2022-04-02 07:00:00,4868.409187912906
2022-04-02 08:00:00,4870.210139795913
2022-04-02 09:00:00,4903.461812671712
2022-04-02 10:00:00,4903.241966648429
2022-04-02 11:00:00,4904.656325473678
2022-04-02 12:00:00,4905.098820903932
2022-04-02 13:00:00,4906.012681054313
2022-04-02 14:00:00,4906.298744932722
2022-04-02 15:00:00,4906.705940288604
2022-04-02 16:00:00,4907.912298150251
2022-04-02 17:00:00,10035.271791716257
2022-04-02 18:00:00,10036.822178339742
2022-04-02 19:00:00,10038.502398496134
2022-04-02 20:00:00,10039.37828296734
2022-04-02 21:00:00,2961.288320578268
2022-04-02 22:00:00,2961.978621172928
2022-04-02 23:00:00,2962.541323115254
2022-04-03 00:00:00,2475.2652691054404
2022-04-03 01:00:00,2475.592747761926
2022-04-03 02:00:00,2475.380063967298
2022-04-03 03:00:00,2475.808259064985
2022-04-03 04:00:00,2475.826574275358
2022-04-03 05:00:00,2476.913845807899
2022-04-03 06:00:00,4885.323089613078
2022-04-03 07:00:00,4884.530527182473
2022-04-03 08:00:00,4886.747969620682
2022-04-03 09:00:00,4920.262522439233
2022-04-03 10:00:00,4921.156065355965
2022-04-03 11:00:00,4921.946546189487
2022-04-03 12:00:00,4922.082675864093
2022-04-03 13:00:00,4923.216972264893
2022-04-03 14:00:00,4924.317595596828
2022-04-03 15:00:00,4925.404742255546
2022-04-03 16:00:00,4925.111687944249
2022-04-03 17:00:00,10070.609103259669
2022-04-03 18:00:00,10070.67306006832
2022-04-03 19:00:00,10072.828898372607
2022-04-03 20:00:00,10073.806896372958
2022-04-03 21:00:00,2971.9246405750127
2022-04-03 22:00:00,2972.3622437774475
2022-04-03 23:00:00,2972.125280361269
2022-04-04 00:00:00,4193.130725857135
2022-04-04 01:00:00,4192.620548479381
2022-04-04 02:00:00,4193.5651902961445
2022-04-04 03:00:00,4194.3316589072165
2022-04-04 04:00:00,4194.948596350354
2022-04-04 05:00:00,4195.02135480035
2022-04-04 06:00:00,8292.581657622475
2022-04-04 07:00:00,8293.25493346599
2022-04-04 08:00:00,8294.997170736311
2022-04-04 09:00:00,8354.897091732822
2022-04-04 10:00:00,8355.52754678029
2022-04-04 11:00:00,8355.732484491728
2022-04-04 12:00:00,8356.846088541928
2022-04-04 13:00:00,8358.763605973292
2022-04-04 14:00:00,8360.832498102498
2022-04-04 15:00:00,8360.37505197295
2022-04-04 16:00:00,8362.736652512549
2022-04-04 17:00:00,17112.621504859202
2022-04-04 18:00:00,17114.98128427302
2022-04-04 19:00:00,17117.668366194663
2022-04-04 20:00:00,17119.62070463614
2022-04-04 21:00:00,5037.416297693893
2022-04-04 22:00:00,5038.582587404597
2022-04-04 23:00:00,5039.129313264432
2022-04-05 00:00:00,4207.3354893267715
2022-04-05 01:00:00,4207.606590613355
2022-04-05 02:00:00,4206.890475843612
2022-04-05 03:00:00,4208.667276366732
2022-04-05 04:00:00,4209.000101318425
2022-04-05 05:00:00,4209.228552632641
2022-04-05 06:00:00,8320.831078511223
2022-04-05 07:00:00,8322.119914462754
2022-04-05 08:00:00,8324.073091909715
2022-04-05 09:00:00,8382.717138107513
2022-04-05 10:00:00,8385.296448839872
2022-04-05 11:00:00,8386.83881682707
2022-04-05 12:00:00,8386.755927887207
2022-04-05 13:00:00,8387.47821711987
2022-04-05 14:00:00,8388.877153230369
2022-04-05 15:00:00,8390.524238836388
2022-04-05 16:00:00,8391.698698449174
2022-04-05 17:00:00,17172.73435412419
2022-04-05 18:00:00,17175.9089112169
2022-04-05 19:00:00,17176.398681527862
2022-04-05 20:00:00,17178.361793075557
2022-04-05 21:00:00,5055.323238522562
2022-04-05 22:00:00,5055.8157136787
2022-04-05 23:00:00,5056.670796888567
2022-04-06 00:00:00,4220.990424200804
2022-04-06 01:00:00,4222.212820564596
2022-04-06 02:00:00,4222.492824999304
2022-04-06 03:00:00,4221.970716480721
2022-04-06 04:00:00,4223.7381289969435
2022-04-06 05:00:00,4224.135134491556
2022-04-06 06:00:00,8350.77021178626
2022-04-06 07:00:00,8350.597357696026
2022-04-06 08:00:00,8352.771290067261
2022-04-06 09:00:00,8411.59583466926
2022-04-06 10:00:00,8413.708281474077
2022-04-06 11:00:00,8414.696219006304
2022-04-06 12:00:00,8415.560569428279
2022-04-06 13:00:00,8417.042878586788
2022-04-06 14:00:00,8418.333215428907
2022-04-06 15:00:00,8418.151904583132
2022-04-06 16:00:00,8420.98556508768
2022-04-06 17:00:00,17231.97071564598
2022-04-06 18:00:00,17234.251580209373
2022-04-06 19:00:00,17235.121697297214
2022-04-06 20:00:00,17238.364831055627
2022-04-06 21:00:00,5071.876100775674
2022-04-06 22:00:00,5072.481462521918
2022-04-06 23:00:00,5074.400994446415
2022-04-07 00:00:00,4235.110264178452
2022-04-07 01:00:00,4235.745670531489
2022-04-07 02:00:00,4236.594502200175
2022-04-07 03:00:00,4237.8508002595545
2022-04-07 04:00:00,4237.27548330328
2022-04-07 05:00:00,4238.45751442139
2022-04-07 06:00:00,8377.900771225371
2022-04-07 07:00:00,8380.219993318467
2022-04-07 08:00:00,8381.003183345076
2022-04-07 09:00:00,8440.974209263282
2022-04-07 10:00:00,8440.502991046287
2022-04-07 11:00:00,8442.782218315468
2022-04-07 12:00:00,8444.17816885396
2022-04-07 13:00:00,8446.066179684847
2022-04-07 14:00:00,8447.587700824743
2022-04-07 15:00:00,8447.097198338844
2022-04-07 16:00:00,8450.309527768231
2022-04-07 17:00:00,17291.059205492325
2022-04-07 18:00:00,17293.060702478262
2022-04-07 19:00:00,17294.167203337558
2022-04-07 20:00:00,17298.867399133524
2022-04-07 21:00:00,5089.845699496015
2022-04-07 22:00:00,5089.568176155947
2022-04-07 23:00:00,5090.715185049955
2022-04-08 00:00:00,4250.5279469507395
2022-04-08 01:00:00,4250.77441808362
2022-04-08 02:00:00,4250.899561807025
2022-04-08 03:00:00,4252.745067642433
2022-04-08 04:00:00,4252.844629447012
2022-04-08 05:00:00,4253.944050586061
2022-04-08 06:00:00,8407.258014536894
2022-04-08 07:00:00,8408.505146522142
2022-04-08 08:00:00,8409.372014546614
2022-04-08 09:00:00,8470.012473560702
2022-04-08 10:00:00,8471.87253526289
2022-04-08 11:00:00,8472.961207963
2022-04-08 12:00:00,8472.913961535049
2022-04-08 13:00:00,8474.05442868948
2022-04-08 14:00:00,8475.738653723816
2022-04-08 15:00:00,8476.125233837241
2022-04-08 16:00:00,8477.81705405783
2022-04-08 17:00:00,17350.24352134104
2022-04-08 18:00:00,17352.603474817373
2022-04-08 19:00:00,17353.662542718015
2022-04-08 20:00:00,17357.55733490893
2022-04-08 21:00:00,5106.577401692942
2022-04-08 22:00:00,5108.167360695127
2022-04-08 23:00:00,5108.197668527186
2022-04-09 00:00:00,2526.399799238974
2022-04-09 01:00:00,2526.4018345355817
2022-04-09 02:00:00,2527.018958793043
2022-04-09 03:00:00,2527.945696669558
2022-04-09 04:00:00,2527.813053786823
2022-04-09 05:00:00,2527.478347825233
2022-04-09 06:00:00,4985.333553944491
2022-04-09 07:00:00,4987.256556033845
2022-04-09 08:00:00,4987.659582006333
2022-04-09 09:00:00,5022.144228804638
2022-04-09 10:00:00,5023.268702596149
2022-04-09 11:00:00,5024.539477996855
2022-04-09 12:00:00,5024.79670218248
2022-04-09 13:00:00,5025.815754824447
2022-04-09 14:00:00,5025.790758183533
2022-04-09 15:00:00,5026.445507982589
2022-04-09 16:00:00,5028.481788279992
2022-04-09 17:00:00,10280.015088731254
2022-04-09 18:00:00,10282.314620229305
2022-04-09 19:00:00,10283.611283990187
2022-04-09 20:00:00,10285.260635499959
2022-04-09 21:00:00,3033.4213967766727
2022-04-09 22:00:00,3033.5498645757198
2022-04-09 23:00:00,3034.4905438760634
2022-04-10 00:00:00,2533.5265367876154
2022-04-10 01:00:00,2535.145588978609
2022-04-10 02:00:00,2534.624696639197
2022-04-10 03:00:00,2536.1679339602515
2022-04-10 04:00:00,2536.0679752293654
2022-04-10 05:00:00,2536.932611551674
2022-04-10 06:00:00,5003.192287573237
2022-04-10 07:00:00,5003.797817484989
2022-04-10 08:00:00,5005.410379189953
2022-04-10 09:00:00,5040.452519048662
2022-04-10 10:00:00,5040.704439381442
2022-04-10 11:00:00,5041.045697290755
2022-04-10 12:00:00,5041.851014416149
2022-04-10 13:00:00,5043.231653338385
2022-04-10 14:00:00,5043.862607394485
2022-04-10 15:00:00,5044.155966438297
2022-04-10 16:00:00,5044.540572513029
2022-04-10 17:00:00,10316.630074910274
2022-04-10 18:00:00,10317.07394349543
2022-04-10 19:00:00,10319.224977870072
2022-04-10 20:00:00,10320.177809171908
2022-04-10 21:00:00,3043.515107781157
2022-04-10 22:00:00,3044.7829302542996
2022-04-10 23:00:00,3044.6482572493605
2022-04-11 00:00:00,4294.742773763331
2022-04-11 01:00:00,4295.1597383866465
2022-04-11 02:00:00,4295.417676927225
2022-04-11 03:00:00,4296.097862736474
2022-04-11 04:00:00,4296.298787725986
2022-04-11 05:00:00,4297.081008144271
2022-04-11 06:00:00,8493.847663517266
2022-04-11 07:00:00,8496.211228188216
2022-04-11 08:00:00,8496.392813451574
2022-04-11 09:00:00,8556.936151662883
2022-04-11 10:00:00,8559.119577249463
2022-04-11 11:00:00,8559.611375723423
2022-04-11 12:00:00,8561.003919503337
2022-04-11 13:00:00,8561.08192483808
2022-04-11 14:00:00,8564.36458009364
2022-04-11 15:00:00,8565.193381642744
2022-04-11 16:00:00,8565.85407034737
2022-04-11 17:00:00,17529.752897011356
2022-04-11 18:00:00,17530.830386184116
2022-04-11 19:00:00,17534.030923463317
2022-04-11 20:00:00,17537.262601878047
2022-04-11 21:00:00,5160.204750520422
2022-04-11 22:00:00,5161.077674919334
2022-04-11 23:00:00,5161.683967885969
2022-04-12 00:00:00,4309.077376257209
2022-04-12 01:00:00,4308.86237697212
2022-04-12 02:00:00,4310.449730859843
2022-04-12 03:00:00,4309.971654539044
2022-04-12 04:00:00,4310.782298192003
2022-04-12 05:00:00,4310.921244702004
2022-04-12 06:00:00,8523.091592687924
2022-04-12 07:00:00,8524.584109541995
2022-04-12 08:00:00,8526.484439863998
2022-04-12 09:00:00,8586.854667026275
2022-04-12 10:00:00,8587.851544517576
2022-04-12 11:00:00,8589.587572105605
2022-04-12 12:00:00,8590.721660039393
2022-04-12 13:00:00,8592.156355050984
2022-04-12 14:00:00,8592.693227259879
2022-04-12 15:00:00,8594.953299021661
2022-04-12 16:00:00,8595.420655646232
2022-04-12 17:00:00,17589.656942640395
2022-04-12 18:00:00,17591.816148479847
2022-04-12 19:00:00,17594.899660127823
2022-04-12 20:00:00,17599.065091032287
2022-04-12 21:00:00,5177.177513192781
2022-04-12 22:00:00,5179.236424621606
2022-04-12 23:00:00,5178.636778335735
2022-04-13 00:00:00,4324.215349192979
2022-04-13 01:00:00,4324.342891870516
2022-04-13 02:00:00,4325.169983899743
2022-04-13 03:00:00,4325.530419763475
2022-04-13 04:00:00,4326.5631298405615
2022-04-13 05:00:00,4326.519497644309
2022-04-13 06:00:00,8553.692125430023
2022-04-13 07:00:00,8553.137240085332
2022-04-13 08:00:00,8555.498436683372
2022-04-13 09:00:00,8616.827831959446
2022-04-13 10:00:00,8616.565778602982
2022-04-13 11:00:00,8618.715682354412
2022-04-13 12:00:00,8619.44956163466
2022-04-13 13:00:00,8621.06528679095
2022-04-13 14:00:00,8620.895885827453
2022-04-13 15:00:00,8624.24768336767
2022-04-13 16:00:00,8624.87627876793
2022-04-13 17:00:00,17652.16944823052
2022-04-13 18:00:00,17653.260851034644
2022-04-13 19:00:00,17656.361934226905
2022-04-13 20:00:00,17657.462051156224
2022-04-13 21:00:00,5195.183122816574
2022-04-13 22:00:00,5195.9114841855735
2022-04-13 23:00:00,5197.178494186015
2022-04-14 00:00:00,4337.518804734039
2022-04-14 01:00:00,4338.0985542290055
2022-04-14 02:00:00,4338.643621902011
2022-04-14 03:00:00,4340.566910969814
2022-04-14 04:00:00,4341.791053011625
2022-04-14 05:00:00,4341.507099164426
2022-04-14 06:00:00,8582.257753436354
2022-04-14 07:00:00,8583.45986561397
2022-04-14 08:00:00,8583.87810646563
2022-04-14 09:00:00,8646.892925854221
2022-04-14 10:00:00,8647.291925293257
2022-04-14 11:00:00,8647.74664482473
2022-04-14 12:00:00,8649.43110589188
2022-04-14 13:00:00,8650.127483458602
2022-04-14 14:00:00,8651.45546704331
2022-04-14 15:00:00,8653.493743628851
2022-04-14 16:00:00,8653.55575037753
2022-04-14 17:00:00,17710.938056596493
2022-04-14 18:00:00,17713.635882158396
2022-04-14 19:00:00,17715.12108139285
2022-04-14 20:00:00,17718.68589874542
2022-04-14 21:00:00,5213.534663892777
2022-04-14 22:00:00,5214.006081444171
2022-04-14 23:00:00,5213.75596792757
2022-04-15 00:00:00,4351.859323966023
2022-04-15 01:00:00,4353.421295699914
2022-04-15 02:00:00,4353.3611585329445
2022-04-15 03:00:00,4354.56998437145
2022-04-15 04:00:00,4355.153398970431
2022-04-15 05:00:00,4356.236348733488
2022-04-15 06:00:00,8611.23655449164
2022-04-15 07:00:00,8612.806555076362
2022-04-15 08:00:00,8613.710337959943
2022-04-15 09:00:00,8674.09664555697
2022-04-15 10:00:00,8675.823333267228
2022-04-15 11:00:00,8677.919404674176
2022-04-15 12:00:00,8677.706930000688
2022-04-15 13:00:00,8679.404083573847
2022-04-15 14:00:00,8682.206639794733
2022-04-15 15:00:00,8682.990058929037
2022-04-15 16:00:00,8684.502898992707
2022-04-15 17:00:00,17771.65452323178
2022-04-15 18:00:00,17774.705588150086
2022-04-15 19:00:00,17775.455035525563
2022-04-15 20:00:00,17779.78557277792
2022-04-15 21:00:00,5231.261388913486
2022-04-15 22:00:00,5231.316653581878
2022-04-15 23:00:00,5232.608288464752
2022-04-16 00:00:00,2586.0730054119135
2022-04-16 01:00:00,2586.7329323328217
2022-04-16 02:00:00,2587.809977197274
2022-04-16 03:00:00,2588.402142547957
2022-04-16 04:00:00,2588.4005609585747
2022-04-16 05:00:00,2588.483614841659
2022-04-16 06:00:00,5107.371734833703
2022-04-16 07:00:00,5107.729207563171
2022-04-16 08:00:00,5108.3802918982965
2022-04-16 09:00:00,5143.607771760256
2022-04-16 10:00:00,5145.123163647776
2022-04-16 11:00:00,5145.984848415607
2022-04-16 12:00:00,5147.142137874135
2022-04-16 13:00:00,5146.732067529233
2022-04-16 14:00:00,5147.955014543276
2022-04-16 15:00:00,5147.958470743968
2022-04-16 16:00:00,5150.071504661861
2022-04-16 17:00:00,10529.694751628229
2022-04-16 18:00:00,10529.297189618208
2022-04-16 19:00:00,10533.318399508384
2022-04-16 20:00:00,10534.759059208227
2022-04-16 21:00:00,3106.2646842869826
2022-04-16 22:00:00,3106.439320220294
2022-04-16 23:00:00,3107.363990319846
2022-04-17 00:00:00,2596.3638377224374
2022-04-17 01:00:00,2596.1046562626275
2022-04-17 02:00:00,2596.5230339553714
2022-04-17 03:00:00,2597.2169825380543
2022-04-17 04:00:00,2597.1578856689644
2022-04-17 05:00:00,2597.981582224516
2022-04-17 06:00:00,5124.690202765645
2022-04-17 07:00:00,5125.386775162914
2022-04-17 08:00:00,5126.09804976786
2022-04-17 09:00:00,5162.431734455036
2022-04-17 10:00:00,5162.095519681708
2022-04-17 11:00:00,5163.3264490818065
2022-04-17 12:00:00,5163.751667705502
2022-04-17 13:00:00,5164.596682736223
2022-04-17 14:00:00,5165.6302296572085
2022-04-17 15:00:00,5166.541000739425
2022-04-17 16:00:00,5167.30847775761
2022-04-17 17:00:00,10564.589650090864
2022-04-17 18:00:00,10566.738929069337
2022-04-17 19:00:00,10568.556002179928
2022-04-17 20:00:00,10570.434421629438
2022-04-17 21:00:00,3116.5774670538954
2022-04-17 22:00:00,3117.083932269626
2022-04-17 23:00:00,3117.1561258633865
2022-04-18 00:00:00,4397.371464296843
2022-04-18 01:00:00,4396.908789675834
2022-04-18 02:00:00,4399.20688858486
2022-04-18 03:00:00,4399.149353282392
2022-04-18 04:00:00,4399.97368847538
2022-04-18 05:00:00,4400.005315523501
2022-04-18 06:00:00,8699.267963816512
2022-04-18 07:00:00,8700.184919528521
2022-04-18 08:00:00,8701.527066894516
2022-04-18 09:00:00,8764.15822190144
2022-04-18 10:00:00,8766.917377585438
2022-04-18 11:00:00,8766.975826450345
2022-04-18 12:00:00,8768.31299926332
2022-04-18 13:00:00,8769.827441276715
2022-04-18 14:00:00,8772.29290758351
2022-04-18 15:00:00,8771.879016708262
2022-04-18 16:00:00,8773.166805536615
2022-04-18 17:00:00,17954.28777183562
2022-04-18 18:00:00,17957.098382328877
2022-04-18 19:00:00,17960.1467498397
2022-04-18 20:00:00,17961.392418205476
2022-04-18 21:00:00,5284.222325565314
2022-04-18 22:00:00,5284.617424000824
2022-04-18 23:00:00,5285.703709925077
2022-04-19 00:00:00,4412.254483959957
2022-04-19 01:00:00,4413.719859672619
2022-04-19 02:00:00,4413.883889030161
2022-04-19 03:00:00,4414.378245013604
2022-04-19 04:00:00,4414.248589018915
2022-04-19 05:00:00,4415.2829876545975
2022-04-19 06:00:00,8727.995878155063
2022-04-19 07:00:00,8729.929676208378
2022-04-19 08:00:00,8732.217812625098
2022-04-19 09:00:00,8794.560771290913
2022-04-19 10:00:00,8794.936395250097
2022-04-19 11:00:00,8795.770901422195
2022-04-19 12:00:00,8797.563793158692
2022-04-19 13:00:00,8797.890770948869
2022-04-19 14:00:00,8800.115282606066
2022-04-19 15:00:00,8801.23922826101
2022-04-19 16:00:00,8803.769370826829
2022-04-19 17:00:00,18014.311189306693
2022-04-19 18:00:00,18018.687408764967
2022-04-19 19:00:00,18020.063742345075
2022-04-19 20:00:00,18022.249323544995
2022-04-19 21:00:00,5301.672589124633
2022-04-19 22:00:00,5303.0300467591815
2022-04-19 23:00:00,5303.398011525074
2022-04-20 00:00:00,4427.816573354705
2022-04-20 01:00:00,4427.806456827918
2022-04-20 02:00:00,4428.9901417446345
2022-04-20 03:00:00,4429.717134471973
2022-04-20 04:00:00,4429.345568552592
2022-04-20 05:00:00,4430.09491865317
2022-04-20 06:00:00,8758.552015482417
2022-04-20 07:00:00,8760.126910343204
2022-04-20 08:00:00,8761.38444619679
2022-04-20 09:00:00,8823.91287948048
2022-04-20 10:00:00,8825.267877003975
2022-04-20 11:00:00,8826.888149791213
2022-04-20 12:00:00,8827.61057320079
2022-04-20 13:00:00,8829.551801054404
2022-04-20 14:00:00,8829.661519551257
2022-04-20 15:00:00,8831.883879470237
2022-04-20 16:00:00,8833.014230308869
2022-04-20 17:00:00,18075.82563643817
2022-04-20 18:00:00,18079.22413716523
2022-04-20 19:00:00,18080.591778566686
2022-04-20 20:00:00,18082.412352031588
2022-04-20 21:00:00,5320.381073542133
2022-04-20 22:00:00,5321.419093472362
2022-04-20 23:00:00,5322.219266821655
2022-04-21 00:00:00,4442.716731956715
2022-04-21 01:00:00,4443.262524427005
2022-04-21 02:00:00,4443.992922687112
2022-04-21 03:00:00,4444.822634737922
2022-04-21 04:00:00,4443.775314819697
2022-04-21 05:00:00,4444.424397609904
2022-04-21 06:00:00,8788.307970540473
2022-04-21 07:00:00,8789.98735598773
2022-04-21 08:00:00,8791.129024563583
2022-04-21 09:00:00,8852.872909355016
2022-04-21 10:00:00,8855.462418578987
2022-04-21 11:00:00,8856.133055253902
2022-04-21 12:00:00,8857.716815860418
2022-04-21 13:00:00,8859.610227463392
2022-04-21 14:00:00,8859.168226755775
2022-04-21 15:00:00,8861.116012922694
2022-04-21 16:00:00,8862.917231778954
2022-04-21 17:00:00,18137.515435963083
2022-04-21 18:00:00,18139.255013675596
2022-04-21 19:00:00,18143.378064134067
2022-04-21 20:00:00,18145.879162745343
2022-04-21 21:00:00,5338.984680504321
2022-04-21 22:00:00,5338.387845229686
2022-04-21 23:00:00,5338.672917434341
2022-04-22 00:00:00,4456.204509612565
2022-04-22 01:00:00,4457.871827822585
2022-04-22 02:00:00,4458.4881604817665
2022-04-22 03:00:00,4459.963955339276
2022-04-22 04:00:00,4460.539726752158
2022-04-22 05:00:00,4460.26266850505
2022-04-22 06:00:00,8819.737074749297
2022-04-22 07:00:00,8819.30201928197
2022-04-22 08:00:00,8821.510290164322
2022-04-22 09:00:00,8884.452630164324
2022-04-22 10:00:00,8884.321950834408
2022-04-22 11:00:00,8887.474324188059
2022-04-22 12:00:00,8888.95678681357
2022-04-22 13:00:00,8889.172746793507
2022-04-22 14:00:00,8890.394055709137
2022-04-22 15:00:00,8891.997816668696
2022-04-22 16:00:00,8893.01865274436
2022-04-22 17:00:00,18198.63792625555
2022-04-22 18:00:00,18201.45223084123
2022-04-22 19:00:00,18203.941794783295
2022-04-22 20:00:00,18206.65856424248
2022-04-22 21:00:00,5356.700068822003
2022-04-22 22:00:00,5356.650366553301
2022-04-22 23:00:00,5357.7135414215645
2022-04-23 00:00:00,2649.025733475745
2022-04-23 01:00:00,2648.518307085089
2022-04-23 02:00:00,2649.7430433425357
2022-04-23 03:00:00,2650.1108399491495
2022-04-23 04:00:00,2650.0820001916477
2022-04-23 05:00:00,2651.383969704477
2022-04-23 06:00:00,5229.300588133743
2022-04-23 07:00:00,5230.2580783075955
2022-04-23 08:00:00,5230.437811050262
2022-04-23 09:00:00,5267.810279833559
2022-04-23 10:00:00,5268.209811567658
2022-04-23 11:00:00,5268.619327121508
2022-04-23 12:00:00,5269.722124711318
2022-04-23 13:00:00,5269.738595065327
2022-04-23 14:00:00,5271.065310753971
2022-04-23 15:00:00,5272.533784709647
2022-04-23 16:00:00,5272.90051758963
2022-04-23 17:00:00,10782.432222538124
2022-04-23 18:00:00,10783.73357469386
2022-04-23 19:00:00,10786.517533401571
2022-04-23 20:00:00,10787.711316102155
2022-04-23 21:00:00,3181.2536466168035
2022-04-23 22:00:00,3180.572626049314
2022-04-23 23:00:00,3181.411443355439
2022-04-24 00:00:00,2657.880193877417
2022-04-24 01:00:00,2658.6652696110937
2022-04-24 02:00:00,2659.1745550177297
2022-04-24 03:00:00,2658.4144296101417
2022-04-24 04:00:00,2659.631432838348
2022-04-24 05:00:00,2659.96858925406
2022-04-24 06:00:00,5247.386390630395
2022-04-24 07:00:00,5247.140832210585
2022-04-24 08:00:00,5247.551709268411
2022-04-24 09:00:00,5286.084601879157
2022-04-24 10:00:00,5286.128313130035
2022-04-24 11:00:00,5286.934876664102
2022-04-24 12:00:00,5287.335248588628
2022-04-24 13:00:00,5288.839937915278
2022-04-24 14:00:00,5288.691378571221
2022-04-24 15:00:00,5289.7417117413415
2022-04-24 16:00:00,5290.859979102209
2022-04-24 17:00:00,10818.85539954219
2022-04-24 18:00:00,10820.482623044107
2022-04-24 19:00:00,10821.343703804723
2022-04-24 20:00:00,10824.017823875005
2022-04-24 21:00:00,3191.182169422657
2022-04-24 22:00:00,3190.82570224294
2022-04-24 23:00:00,3191.895976811766
2022-04-25 00:00:00,4502.41025524754
2022-04-25 01:00:00,4503.5142078224
2022-04-25 02:00:00,4504.410493880051
2022-04-25 03:00:00,4503.5652981262865
2022-04-25 04:00:00,4506.0411857005665
2022-04-25 05:00:00,4505.365315622343
2022-04-25 06:00:00,8908.816154784265
2022-04-25 07:00:00,8908.111325066073
2022-04-25 08:00:00,8910.419817042286
